Territorio,Età,Sesso,Causa iniziale di morte - European Short List
Sud,70-74 anni,femmine,malattie del sistema osteomuscolare e del tessuto connettivo
Sud,40-44 anni,totale,malattie del sistema osteomuscolare e del tessuto connettivo
Sud,75-79 anni,femmine,polmonite
Sud,90-94 anni,maschi,"sintomi, segni, risultati anomali e cause mal definite"
Sud,totale,maschi,di cui altre malattie croniche delle basse vie respiratorie
Sud,totale,totale,di cui melanomi maligni della cute
Sud,totale,totale,influenza
Sud,95 anni e più,maschi,accidenti
Sud,10-14 anni,femmine,polmonite
Sud,75-79 anni,maschi,cause sconosciute e non specificate
Sud,75-79 anni,femmine,di cui altre malattie croniche delle basse vie respiratorie
Sud,50-54 anni,totale,altre malattie dell'apparato genitourinario
Sud,90-94 anni,totale,malattie del sistema circolatorio
Sud,90-94 anni,maschi,tumori maligni
Sud,totale,totale,di cui infarto miocardico acuto
Sud,75-79 anni,maschi,di cui melanomi maligni della cute
Sud,45-49 anni,totale,malattie croniche delle basse vie respiratorie
Sud,90-94 anni,totale,malattie dell'apparato digerente
Sud,55-59 anni,totale,"altre malattie endocrine, nutrizionali e metaboliche"
Sud,65-69 anni,maschi,di cui tumori maligni del pancreas
Sud,85-89 anni,maschi,disturbi psichici e comportamentali
Sud,45-49 anni,maschi,"di cui tumori maligni della trachea, dei bronchi e dei polmoni"
Sud,10-14 anni,femmine,di cui tumori maligni del rene
Sud,totale,maschi,di cui tumori maligni del seno
Sud,85-89 anni,maschi,di cui accidenti di trasporto
Sud,45-49 anni,femmine,epatite virale
Sud,55-59 anni,femmine,malattie ischemiche del cuore
Sud,90-94 anni,femmine,di cui tumori maligni dell'esofago
Sud,80-84 anni,femmine,di cui tumori maligni del fegato e dei dotti biliari intraepatici
Sud,totale,totale,cause sconosciute e non specificate
Sud,30-34 anni,totale,malformazioni congenite ed anomalie cromosomiche
Sud,60-64 anni,totale,di cui altre malattie croniche delle basse vie respiratorie
Sud,90-94 anni,maschi,di cui tumori maligni dell'esofago
Sud,70-74 anni,femmine,di cui tumori maligni della vescica
Sud,60-64 anni,totale,diabete mellito
Sud,5-9 anni,totale,accidenti
Sud,20-24 anni,maschi,malattie dell'apparato digerente
Sud,45-49 anni,maschi,malattie del sistema nervoso e degli organi di senso
Sud,35-39 anni,totale,"sintomi, segni, risultati anomali e cause mal definite"
Sud,95 anni e più,maschi,tumori maligni
Sud,40-44 anni,femmine,malattie dell'apparato digerente
Sud,60-64 anni,maschi,altre cause esterne di traumatismo e avvelenamento
Sud,55-59 anni,femmine,diabete mellito
Sud,70-74 anni,femmine,di cui tumori maligni della tiroide
Sud,40-44 anni,maschi,di cui infarto miocardico acuto
Sud,35-39 anni,maschi,suicidio e autolesione intenzionale
Sud,70-74 anni,femmine,"malattie endocrine, nutrizionali e metaboliche"
Sud,totale,maschi,malattie del sistema circolatorio
Sud,50-54 anni,totale,"altre malattie endocrine, nutrizionali e metaboliche"
Sud,60-64 anni,maschi,altre malattie del sistema osteomuscolare e del tessuto connettivo
Sud,80-84 anni,femmine,tumori non maligni (benigni e di comportamento incerto)
Sud,90-94 anni,maschi,disturbi psichici e comportamentali
Sud,40-44 anni,femmine,malattie dell'apparato genitourinario
Sud,40-44 anni,maschi,altri disturbi psichici e comportamentali
Sud,95 anni e più,maschi,malformazioni congenite ed anomalie cromosomiche
Sud,45-49 anni,totale,malformazioni congenite ed anomalie cromosomiche
Sud,75-79 anni,maschi,suicidio e autolesione intenzionale
Sud,40-44 anni,femmine,altre malattie del sistema osteomuscolare e del tessuto connettivo
Sud,35-39 anni,maschi,malattie del rene e dell'uretere
Sud,70-74 anni,femmine,di cui tumori maligni del pancreas
Sud,65-69 anni,maschi,di cui tumori maligni dello stomaco
Sud,95 anni e più,femmine,di cui infarto miocardico acuto
Sud,65-69 anni,maschi,demenza
Sud,95 anni e più,femmine,"di cui tumori maligni della trachea, dei bronchi e dei polmoni"
Sud,40-44 anni,totale,di cui altre malattie croniche delle basse vie respiratorie
Sud,totale,femmine,di cui altre malattie croniche delle basse vie respiratorie
Sud,90-94 anni,maschi,altre malattie del sistema osteomuscolare e del tessuto connettivo
Sud,80-84 anni,femmine,diabete mellito
Sud,totale,totale,epatite virale
Sud,80-84 anni,totale,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario
Sud,70-74 anni,femmine,di cui avvelenamento accidentale
Sud,65-69 anni,femmine,polmonite
Sud,10-14 anni,totale,altre malattie del sistema circolatorio
Sud,30-34 anni,femmine,di cui tumori maligni di altre parti dell'utero
Sud,35-39 anni,totale,malattie croniche delle basse vie respiratorie
Sud,25-29 anni,totale,di cui accidenti di trasporto
Sud,85-89 anni,maschi,"Covid-19, virus identificato"
Sud,90-94 anni,totale,altri disturbi psichici e comportamentali
Sud,35-39 anni,femmine,malattie del sistema circolatorio
Sud,1-4 anni,totale,cause esterne di traumatismo e avvelenamento
Sud,90-94 anni,maschi,di cui asma
Sud,90-94 anni,totale,di cui tumori maligni del cervello e del sistema nervoso centrale
Sud,30-34 anni,totale,di cui tumori maligni della vescica
Sud,totale,femmine,malattie del rene e dell'uretere
Sud,95 anni e più,totale,malattie del sistema circolatorio
Sud,75-79 anni,totale,tumori non maligni (benigni e di comportamento incerto)
Sud,1-4 anni,totale,malattie dell'apparato genitourinario
Sud,35-39 anni,totale,"malattie endocrine, nutrizionali e metaboliche"
Sud,55-59 anni,maschi,tumori
Sud,45-49 anni,femmine,altre malattie del sistema respiratorio
Sud,10-14 anni,totale,di cui altri accidenti
Sud,35-39 anni,maschi,"di cui tumori maligni delle labbra, cavità orale e faringe"
Sud,15-19 anni,maschi,malformazioni congenite ed anomalie cromosomiche
Sud,60-64 anni,maschi,totale
Sud,50-54 anni,totale,di cui tumori maligni del seno
Sud,55-59 anni,totale,di cui altri accidenti
Sud,45-49 anni,maschi,malattie del sistema osteomuscolare e del tessuto connettivo
Sud,30-34 anni,femmine,di cui altri accidenti
Sud,90-94 anni,totale,di cui tumori maligni della vescica
Sud,95 anni e più,femmine,altre cause esterne di traumatismo e avvelenamento
Sud,40-44 anni,maschi,polmonite
Sud,45-49 anni,maschi,polmonite
Sud,85-89 anni,femmine,di cui altri tumori maligni del tessuto linfatico/ematopoietico
Sud,85-89 anni,totale,"sintomi, segni, risultati anomali e cause mal definite"
Sud,25-29 anni,femmine,Covid-19
Sud,30-34 anni,totale,"sintomi, segni, risultati anomali e cause mal definite"
Sud,1-4 anni,totale,altre malattie del cuore
Sud,65-69 anni,maschi,tumori
Sud,65-69 anni,totale,abuso di alcool (compresa psicosi alcolica)
Sud,55-59 anni,totale,di cui tumori maligni del pancreas
Sud,60-64 anni,maschi,"di cui tumori maligni delle labbra, cavità orale e faringe"
Sud,60-64 anni,totale,totale
Sud,totale,maschi,cause sconosciute e non specificate
Sud,10-14 anni,totale,accidenti
Sud,85-89 anni,totale,"di cui tumori maligni della trachea, dei bronchi e dei polmoni"
Sud,90-94 anni,maschi,polmonite
Sud,65-69 anni,maschi,di cui tumori maligni del seno
Sud,35-39 anni,maschi,"sintomi, segni, risultati anomali e cause mal definite"
Sud,15-19 anni,femmine,di cui cadute accidentali
Sud,45-49 anni,femmine,di cui avvelenamento accidentale
Sud,0 anni,maschi,cause sconosciute e non specificate
Sud,60-64 anni,totale,epatite virale
Sud,40-44 anni,femmine,"cirrosi, fibrosi ed epatite cronica"
Sud,90-94 anni,maschi,di cui tumori maligni del pancreas
Sud,50-54 anni,femmine,malattie dell'apparato digerente
Sud,totale,maschi,di cui tumori maligni del pancreas
Sud,50-54 anni,femmine,Covid-19
Sud,95 anni e più,totale,di cui cadute accidentali
Sud,75-79 anni,femmine,di cui tumori maligni del pancreas
Sud,55-59 anni,maschi,di cui avvelenamento accidentale
Sud,25-29 anni,maschi,di cui leucemia
Sud,40-44 anni,maschi,altre malattie dell'apparato digerente
Sud,70-74 anni,femmine,artrite reumatoide a osteoartrosi
Sud,65-69 anni,totale,di cui melanomi maligni della cute
Sud,65-69 anni,maschi,malattie del sistema nervoso e degli organi di senso
Sud,95 anni e più,maschi,epatite virale
Sud,50-54 anni,totale,morbo di parkinson
Sud,80-84 anni,maschi,"sintomi, segni, risultati anomali e cause mal definite"
Sud,40-44 anni,maschi,malattie dell'apparato digerente
Sud,90-94 anni,femmine,malattie del sistema circolatorio
Sud,45-49 anni,totale,"cirrosi, fibrosi ed epatite cronica"
Sud,50-54 anni,femmine,di cui altri accidenti
Sud,75-79 anni,totale,altre malattie dell'apparato genitourinario
Sud,non indicato,maschi,cause esterne di traumatismo e avvelenamento
Sud,80-84 anni,totale,altre malattie del sistema osteomuscolare e del tessuto connettivo
Sud,75-79 anni,maschi,di cui tumori maligni della laringe
Sud,70-74 anni,femmine,di cui leucemia
Sud,45-49 anni,maschi,di cui tumori maligni del pancreas
Sud,20-24 anni,totale,"omicidio, aggressione"
Sud,35-39 anni,maschi,di cui altri accidenti
Sud,60-64 anni,femmine,di cui accidenti di trasporto
Sud,15-19 anni,maschi,di cui cadute accidentali
Sud,90-94 anni,totale,di cui tumori maligni della laringe
Sud,95 anni e più,totale,di cui morbo di hodgkin e linfomi
Sud,60-64 anni,femmine,diabete mellito
Sud,85-89 anni,maschi,di cui tumori maligni dell'esofago
Sud,70-74 anni,maschi,"di cui tumori maligni della trachea, dei bronchi e dei polmoni"
Sud,30-34 anni,totale,alcune malattie infettive e parassitarie
Sud,40-44 anni,maschi,malattie cerebrovascolari
Sud,50-54 anni,maschi,malattie ischemiche del cuore
Sud,40-44 anni,maschi,"altre malattie endocrine, nutrizionali e metaboliche"
Sud,totale,femmine,"altre malattie endocrine, nutrizionali e metaboliche"
Sud,10-14 anni,totale,suicidio e autolesione intenzionale
Sud,30-34 anni,femmine,"di cui tumori maligni della trachea, dei bronchi e dei polmoni"
Sud,40-44 anni,totale,"malattie endocrine, nutrizionali e metaboliche"
Sud,75-79 anni,totale,aids (malattia da hiv)
Sud,90-94 anni,totale,Covid-19
Sud,15-19 anni,femmine,malformazioni congenite ed anomalie cromosomiche
Sud,95 anni e più,maschi,polmonite
Sud,85-89 anni,femmine,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario
Sud,30-34 anni,maschi,cause sconosciute e non specificate
Sud,5-9 anni,maschi,malattie dell'apparato digerente
Sud,55-59 anni,femmine,di cui altri tumori maligni del tessuto linfatico/ematopoietico
Sud,90-94 anni,femmine,cause sconosciute e non specificate
Sud,95 anni e più,femmine,malattie della cute e del tessuto sottocutaneo
Sud,45-49 anni,maschi,di cui melanomi maligni della cute
Sud,95 anni e più,totale,accidenti
Sud,50-54 anni,maschi,malformazioni congenite ed anomalie cromosomiche
Sud,45-49 anni,femmine,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario
Sud,55-59 anni,femmine,di cui tumori maligni dell'ovaio
Sud,25-29 anni,totale,malattie del sistema osteomuscolare e del tessuto connettivo
Sud,50-54 anni,femmine,di cui melanomi maligni della cute
Sud,totale,femmine,malattie dell'apparato digerente
Sud,80-84 anni,totale,di cui tumori maligni della cervice uterina
Sud,75-79 anni,femmine,accidenti
Sud,1-4 anni,maschi,altre malattie del sistema respiratorio
Sud,70-74 anni,totale,morbo di parkinson
Sud,non indicato,maschi,di cui altri accidenti
Sud,70-74 anni,femmine,alcune malattie infettive e parassitarie
Sud,30-34 anni,femmine,altre malattie del sistema osteomuscolare e del tessuto connettivo
Sud,45-49 anni,femmine,accidenti
Sud,45-49 anni,maschi,di cui altri tumori maligni del tessuto linfatico/ematopoietico
Sud,50-54 anni,totale,accidenti
Sud,50-54 anni,maschi,di cui tumori maligni del rene
Sud,1-4 anni,femmine,altre malattie del cuore
Sud,60-64 anni,femmine,"sintomi, segni, risultati anomali e cause mal definite"
Sud,50-54 anni,femmine,"malattie endocrine, nutrizionali e metaboliche"
Sud,90-94 anni,totale,tumori non maligni (benigni e di comportamento incerto)
Sud,40-44 anni,totale,cause sconosciute e non specificate
Sud,75-79 anni,femmine,di cui tumori maligni del fegato e dei dotti biliari intraepatici
Sud,40-44 anni,maschi,suicidio e autolesione intenzionale
Sud,55-59 anni,totale,di cui asma
Sud,40-44 anni,femmine,malattie del sistema osteomuscolare e del tessuto connettivo
Sud,45-49 anni,maschi,di cui tumori maligni del seno
Sud,60-64 anni,maschi,di cui tumori maligni dell'esofago
Sud,55-59 anni,femmine,di cui leucemia
Sud,45-49 anni,femmine,"di cui tumori maligni della trachea, dei bronchi e dei polmoni"
Sud,50-54 anni,femmine,di cui altri tumori maligni del tessuto linfatico/ematopoietico
Sud,85-89 anni,maschi,altre malattie dell'apparato genitourinario
Sud,95 anni e più,maschi,altre malattie infettive e parassitarie
Sud,totale,femmine,di cui leucemia
Sud,50-54 anni,femmine,altre malattie del sistema osteomuscolare e del tessuto connettivo
Sud,40-44 anni,maschi,di cui cadute accidentali
Sud,55-59 anni,totale,"cirrosi, fibrosi ed epatite cronica"
Sud,85-89 anni,totale,di cui tumori maligni del pancreas
Sud,25-29 anni,femmine,altre malattie dell'apparato digerente
Sud,50-54 anni,totale,diabete mellito
Sud,25-29 anni,totale,"sintomi, segni, risultati anomali e cause mal definite"
Sud,30-34 anni,totale,"dipendenza da droghe, tossicomania"
Sud,15-19 anni,totale,altre malattie del sistema nervoso e degli organi di senso
Sud,40-44 anni,femmine,malattie ischemiche del cuore
Sud,60-64 anni,femmine,di cui tumori maligni dell'ovaio
Sud,90-94 anni,totale,di cui altre malattie croniche delle basse vie respiratorie
Sud,90-94 anni,totale,tumori maligni
Sud,70-74 anni,totale,di cui altri tumori maligni del tessuto linfatico/ematopoietico
Sud,totale,femmine,di cui tumori maligni del rene
Sud,90-94 anni,femmine,di cui tumori maligni del pancreas
Sud,80-84 anni,maschi,altre malattie del sistema osteomuscolare e del tessuto connettivo
Sud,non indicato,totale,diabete mellito
Sud,75-79 anni,maschi,"di cui tumori maligni della trachea, dei bronchi e dei polmoni"
Sud,50-54 anni,femmine,di cui tumori maligni della cervice uterina
Sud,45-49 anni,femmine,altre malattie dell'apparato digerente
Sud,50-54 anni,maschi,du cui altre malattie ischemiche del cuore
Sud,35-39 anni,totale,epatite virale
Sud,95 anni e più,maschi,malattie del sistema respiratorio
Sud,70-74 anni,femmine,malattie cerebrovascolari
Sud,85-89 anni,totale,malattie ischemiche del cuore
Sud,35-39 anni,totale,aids (malattia da hiv)
Sud,45-49 anni,femmine,altre malattie del cuore
Sud,90-94 anni,femmine,"altri sintomi, segni, risultati anomali e cause mal definite"
Sud,65-69 anni,totale,"altri sintomi, segni, risultati anomali e cause mal definite"
Sud,30-34 anni,femmine,Covid-19
Sud,totale,femmine,artrite reumatoide a osteoartrosi
Sud,60-64 anni,maschi,"malattie endocrine, nutrizionali e metaboliche"
Sud,85-89 anni,maschi,"dipendenza da droghe, tossicomania"
Sud,60-64 anni,maschi,di cui tumori maligni della vescica
Sud,50-54 anni,totale,di cui tumori maligni della vescica
Sud,75-79 anni,maschi,di cui altri accidenti
Sud,5-9 anni,maschi,"altre malattie endocrine, nutrizionali e metaboliche"
Sud,20-24 anni,totale,di cui tumori maligni del cervello e del sistema nervoso centrale
Sud,30-34 anni,totale,"altre malattie endocrine, nutrizionali e metaboliche"
Sud,65-69 anni,maschi,di cui tumori maligni del fegato e dei dotti biliari intraepatici
Sud,45-49 anni,totale,morbo di parkinson
Sud,totale,totale,artrite reumatoide a osteoartrosi
Sud,80-84 anni,totale,di cui accidenti di trasporto
Sud,55-59 anni,femmine,malattia di alzheimer
Sud,70-74 anni,maschi,altre malattie del sistema circolatorio
Sud,55-59 anni,maschi,di cui tumori maligni del cervello e del sistema nervoso centrale
Sud,50-54 anni,femmine,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario
Sud,40-44 anni,maschi,malformazioni congenite ed anomalie cromosomiche
Sud,20-24 anni,totale,altri disturbi psichici e comportamentali
Sud,0 anni,totale,accidenti
Sud,95 anni e più,totale,di cui altri tumori maligni del tessuto linfatico/ematopoietico
Sud,45-49 anni,totale,malattie dell'apparato digerente
Sud,25-29 anni,maschi,altre malattie del sistema osteomuscolare e del tessuto connettivo
Sud,90-94 anni,maschi,di cui tumori maligni della vescica
Sud,75-79 anni,totale,di cui tumori maligni del seno
Sud,85-89 anni,totale,"di cui tumori maligni del colon, del retto e dell'ano"
Sud,30-34 anni,totale,di cui leucemia
Sud,85-89 anni,maschi,cause sconosciute e non specificate
Sud,70-74 anni,totale,cause sconosciute e non specificate
Sud,10-14 anni,maschi,"sintomi, segni, risultati anomali e cause mal definite"
Sud,30-34 anni,totale,"omicidio, aggressione"
Sud,85-89 anni,femmine,di cui tumori maligni della cervice uterina
Sud,80-84 anni,maschi,di cui altri accidenti
Sud,60-64 anni,femmine,malattie del sangue e degli organi ematopoietici ed alcuni disturbi del sistema immunitario
Sud,40-44 anni,maschi,di cui tumori maligni dello stomaco
Sud,90-94 anni,femmine,"Covid-19, virus identificato"
Sud,50-54 anni,femmine,malattie cerebrovascolari
Sud,20-24 anni,maschi,cause sconosciute e non specificate
Sud,70-74 anni,femmine,"Covid-19, virus non identificato"
Sud,25-29 anni,totale,"altri sintomi, segni, risultati anomali e cause mal definite"
Sud,50-54 anni,femmine,di cui tumori maligni della tiroide
Sud,90-94 anni,femmine,altri disturbi psichici e comportamentali
Sud,80-84 anni,maschi,malattie dell'apparato digerente
Sud,25-29 anni,totale,cause sconosciute e non specificate
Sud,10-14 anni,maschi,altre malattie del sistema nervoso e degli organi di senso
Sud,60-64 anni,maschi,tumori
